LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Carroll, IL",8,14.29,864500,170.16,229,11800,18,20,29,-6.45,10,-28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Barrington, IL",9,-18.18,1335000,21.36,189,8000,18,0,29,-17.14,15,25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morrison, IL",10,-23.08,127500,60.38,101,4400,19,11.76,40,8.11,17,-32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Indian Head Park, IL",11,-38.89,350000,-3.85,59,650,19,35.71,26,-7.14,14,-30
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Princeton, IL",13,-7.14,147450,-28.94,91,1900,19,35.71,36,38.46,19,26.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Benton, IL",15,-42.31,85000,-6.85,59,-3000,19,0,38,-24,24,-20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Genoa, IL",15,-11.76,280000,19.15,61,500,19,5.56,39,14.71,19,-17.39
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Beecher, IL",17,30.77,307840,38.98,135,6200,19,-17.39,53,29.27,28,55.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pana, IL",17,30.77,85000,21.43,45,-4400,19,18.75,36,24.14,18,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Marseilles, IL",18,100,142500,-30.49,48,-1200,19,58.33,29,20.83,19,26.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Melrose Park, IL",19,-20.83,413000,21.47,98,2550,19,-17.39,46,0,32,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Royal, IL",1,NA,210000,NA,79,NA,2,NA,3,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Avon, IL",1,NA,69000,NA,177,NA,2,100,5,25,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lily Lake, IL",1,-80,857138,84.33,47,-2600,2,0,2,-66.67,2,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Olive Branch, IL",1,NA,44000,NA,60,NA,2,100,3,0,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bulpitt, IL",1,NA,61000,NA,21,NA,2,NA,2,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hopewell, IL",1,0,182000,-24.17,69,-300,2,-33.33,2,-50,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Trivoli, IL",1,-50,235000,154.05,26,-6500,2,100,3,0,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cave-in-Rock, IL",1,NA,60770,NA,0,NA,2,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Douglas, IL",1,0,30000,-83.1,276,19300,2,100,3,50,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Banner, IL",1,NA,132400,NA,70,NA,2,NA,2,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Brookport, IL",1,NA,85000,NA,0,NA,2,NA,3,200,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chesterfield, IL",1,-83.33,1300000,80.87,0,-350,2,-66.67,2,-66.67,1,-83.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cissna Park, IL",1,-50,125000,-3.85,217,5800,2,0,5,0,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Brownstown, IL",1,0,140000,833.33,130,-4200,2,100,5,150,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lakewood Shores, IL",1,0,141000,-29.5,160,4700,2,0,4,33.33,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Irvington, IL",1,NA,135000,NA,129,NA,2,100,3,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Annawan, IL",1,-50,180000,19.01,18,-12250,2,NA,3,-40,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grand Detour, IL",1,0,170500,79.47,41,-14400,2,-33.33,2,-66.67,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pleasant Plains, IL",1,0,217000,75.71,2,200,2,0,3,0,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Panama, IL",1,NA,212980,NA,60,NA,2,NA,2,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sibley, IL",1,NA,25000,NA,7,NA,2,NA,2,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sheridan, IL",1,NA,190000,NA,67,NA,2,NA,3,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Windsor, IL",1,-50,110000,-24.91,201,8150,2,-33.33,4,0,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Green Valley, IL",1,NA,320000,NA,2,NA,2,NA,3,50,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oblong, IL",1,NA,20000,NA,64,NA,2,NA,2,0,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rosiclare, IL",1,-50,165000,260.66,242,19900,2,-50,6,-14.29,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mendon, IL",1,NA,180000,NA,32,NA,2,-33.33,2,-60,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Clayton, IL",1,0,89000,-29.37,37,-100,2,-33.33,4,0,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Jacob, IL",1,-75,298000,67.89,70,2450,2,-33.33,3,-25,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Richview, IL",1,NA,128000,NA,45,NA,2,0,3,-25,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gifford, IL",1,-75,227250,24.52,76,3950,2,100,4,100,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Niantic, IL",1,0,165000,65,28,-5400,2,0,2,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alhambra, IL",1,0,64900,-75.03,5,-7900,2,NA,3,50,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wamac, IL",1,0,22000,-72.5,29,-5900,2,100,3,0,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mark, IL",1,NA,29900,NA,11,NA,2,100,2,-33.33,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Blue Mound, IL",1,0,121500,1.25,100,6500,2,100,5,150,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Creal Springs, IL",1,NA,283000,NA,65,NA,2,NA,3,200,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stanford, IL",1,-50,180000,27.66,95,2400,2,0,4,-20,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winslow, IL",1,0,210000,208.82,270,11700,2,NA,3,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Coyne Center, IL",1,NA,71180,NA,7,NA,2,100,3,200,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Greenfield, IL",1,NA,90000,NA,28,NA,2,100,3,-25,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Preemption, IL",1,NA,157500,NA,372,NA,2,100,3,50,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Norwood, IL",1,0,155000,91.36,38,-8800,2,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Verona, IL",1,NA,240000,NA,48,NA,2,NA,2,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Woodson, IL",1,0,173000,23.57,4,-3600,2,100,2,100,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Pekin, IL",1,-50,85500,50,36,-1150,2,0,3,0,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alto Pass, IL",1,0,21000,-82.79,39,-9300,2,100,4,100,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Allendale, IL",1,NA,158000,NA,21,NA,2,NA,2,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ludlow, IL",1,-50,74500,24.17,106,7150,2,100,3,200,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stronghurst, IL",1,0,180000,200,39,1200,2,100,6,100,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Reynolds, IL",2,NA,153750,NA,33,NA,2,0,2,-50,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Orangeville, IL",2,0,175000,-2.78,149,1550,2,NA,5,150,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Buffalo, IL",2,NA,150000,NA,3,NA,2,0,3,50,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Arthur, IL",2,100,139998,-6.61,7,-21700,2,NA,3,50,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wapella, IL",2,100,159000,76.47,22,-8850,2,100,2,-33.33,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Raymond, IL",2,100,256500,16.59,74,5050,2,NA,6,500,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hopedale, IL",2,100,206000,58.46,64,6100,2,0,2,0,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ellis Grove, IL",2,100,86000,94.57,61,-6350,2,100,3,200,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sunnyland, IL",2,NA,241500,NA,41,NA,2,0,4,33.33,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elizabeth, IL",2,-33.33,97500,-48.41,59,-3500,2,100,5,66.67,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Olney, IL",2,0,120250,68.77,105,5650,2,100,8,33.33,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Witt, IL",2,0,84500,33.07,31,-1450,2,0,8,60,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hecker, IL",2,NA,131000,NA,61,NA,2,NA,4,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shawneetown, IL",2,NA,24500,NA,51,NA,2,NA,4,300,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Newman, IL",2,-33.33,24750,-76.43,71,3000,2,-50,4,-42.86,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Melvin, IL",2,100,143750,141.6,46,-1600,2,-33.33,5,66.67,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Marine, IL",2,-50,311500,60.77,219,20250,2,-75,5,-44.44,4,-20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westfield, IL",2,NA,47200,NA,68,NA,2,NA,5,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hammond, IL",2,0,147500,45.32,101,-5300,2,100,4,33.33,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Potomac, IL",2,100,54500,-56.83,253,23850,2,100,3,200,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stillman Valley, IL",2,-50,214000,15.05,58,1950,2,-66.67,4,-50,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kansas, IL",2,NA,87625,NA,85,NA,2,-33.33,4,33.33,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Illiopolis, IL",2,100,172500,106.59,56,-1850,2,100,4,33.33,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Macon, IL",2,NA,160000,NA,121,NA,2,-33.33,3,-25,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Zeigler, IL",2,-50,71250,42.5,42,-13050,2,100,5,0,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morrisonville, IL",2,NA,146000,NA,216,NA,2,-33.33,4,0,4,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Forest View, IL",2,0,300000,1.69,77,3600,2,-33.33,4,-33.33,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"La Moille, IL",2,NA,152500,NA,48,NA,2,100,3,200,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Minonk, IL",2,-50,262500,81.03,104,4900,2,-66.67,4,-63.64,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bellevue, IL",2,-33.33,86500,-70.17,51,-1500,2,-60,5,-37.5,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Odin, IL",3,50,95750,45.19,50,-9400,2,0,6,20,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rushville, IL",3,200,105000,-16,141,-3700,2,100,9,200,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mitchell, IL",3,0,70000,-3.23,71,400,2,-50,4,-42.86,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cuba, IL",3,200,72000,20,57,-1200,2,-33.33,4,-33.33,1,-75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mackinaw, IL",3,-25,170000,-9.31,113,8000,2,-33.33,7,0,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"White Hall, IL",3,0,84900,-19.14,58,-3000,2,0,7,75,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Burlington, IL",3,200,240000,-20,26,500,2,-33.33,3,-25,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Argenta, IL",3,50,123000,-19.32,26,-1900,2,-50,5,-16.67,2,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hoyleton, IL",3,200,90000,11.8,134,10300,2,0,4,100,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sidney, IL",3,-62.5,199000,15.36,36,-3550,2,-50,7,-41.67,4,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Joy, IL",3,50,80000,-34.96,68,5200,2,0,5,25,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alpha, IL",3,50,100000,-35.69,58,-1000,2,NA,5,400,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elkville, IL",4,100,82500,-19.9,230,11000,2,0,7,16.67,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Elmo, IL",4,100,63000,-15.44,133,8500,2,0,11,120,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lost Nation, IL",4,0,430000,46.76,76,1200,2,-66.67,5,-28.57,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Berlin, IL",4,33.33,165250,-19.39,18,-2500,2,100,3,0,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Colchester, IL",4,100,62375,-9.54,31,-12000,2,0,8,33.33,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Matherville, IL",4,100,157450,133.47,49,-8850,2,100,4,100,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake of the Woods, IL",4,-20,200750,-6.63,60,1950,2,-60,8,14.29,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Danvers, IL",5,400,185000,-22.92,45,-1900,2,-60,5,-28.57,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Milledgeville, IL",5,150,127500,-5.49,142,13600,2,-60,9,28.57,5,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Arbury Hills, IL",5,150,305000,1.67,82,-300,2,-71.43,6,-25,4,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Pekin, IL",6,100,113000,-9.6,73,5900,2,-60,6,-14.29,5,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hampton, IL",7,16.67,195000,11.43,49,-3600,2,-50,11,0,9,12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Port Barrington, IL",NA,NA,NA,NA,NA,NA,2,-66.67,3,-76.92,1,-83.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dover, IL",NA,NA,NA,NA,NA,NA,2,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Broadwell, IL",NA,NA,NA,NA,NA,NA,2,NA,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Keithsburg, IL",NA,NA,NA,NA,NA,NA,2,NA,2,100,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Middletown, IL",NA,NA,NA,NA,NA,NA,2,NA,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Edinburg, IL",NA,NA,NA,NA,NA,NA,2,-33.33,4,-20,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rosemont, IL",NA,NA,NA,NA,NA,NA,2,-33.33,2,-60,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oquawka, IL",NA,NA,NA,NA,NA,NA,2,100,2,-50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Garden Prairie, IL",NA,NA,NA,NA,NA,NA,2,NA,2,100,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Carondelet, IL",NA,NA,NA,NA,NA,NA,2,100,2,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pocahontas, IL",NA,NA,NA,NA,NA,NA,2,0,2,-50,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Seymour, IL",NA,NA,NA,NA,NA,NA,2,100,2,100,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Goodfield, IL",NA,NA,NA,NA,NA,NA,2,0,2,0,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bowen, IL",NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oneida, IL",NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Camargo, IL",NA,NA,NA,NA,NA,NA,2,NA,3,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Onarga, IL",NA,NA,NA,NA,NA,NA,2,0,2,-66.67,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Barry, IL",NA,NA,NA,NA,NA,NA,2,100,2,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bismarck, IL",NA,NA,NA,NA,NA,NA,2,NA,3,-25,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Strasburg, IL",NA,NA,NA,NA,NA,NA,2,0,2,-33.33,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roodhouse, IL",NA,NA,NA,NA,NA,NA,2,-33.33,4,0,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sawyerville, IL",NA,NA,NA,NA,NA,NA,2,100,3,200,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Leaf River, IL",NA,NA,NA,NA,NA,NA,2,-60,2,-75,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pesotum, IL",NA,NA,NA,NA,NA,NA,2,100,3,200,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"McNabb, IL",NA,NA,NA,NA,NA,NA,2,100,2,100,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bridgeport, IL",NA,NA,NA,NA,NA,NA,2,NA,3,50,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Countryside, IL",11,22.22,346000,-6.49,55,1300,21,90.91,30,42.86,17,41.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Holiday, IL",12,-14.29,410000,3.14,40,-400,21,0,30,-6.25,15,-21.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kewanee, IL",14,-63.16,89500,2.58,73,1650,21,-19.23,38,-34.48,23,-39.47
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Murphysboro, IL",16,45.45,107600,13.26,81,2100,21,23.53,51,10.87,29,93.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Clinton, IL",17,13.33,140000,12,71,200,21,40,36,28.57,24,41.18
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Itasca, IL",17,70,420000,7.01,80,3450,21,-19.23,33,-21.43,21,5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Staunton, IL",20,42.86,163975,20.13,71,-2600,21,16.67,46,15,27,17.39
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Columbia, IL",21,0,270000,-6.9,43,800,21,-8.7,37,-5.13,26,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Bluff, IL",25,66.67,1200000,88.98,40,-3700,21,-40,32,-37.25,27,8
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winthrop Harbor, IL",8,-61.9,275000,6.18,61,1350,21,-22.22,29,-23.68,16,-23.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"University Park, IL",11,-21.43,140000,-6.09,85,800,24,-27.27,47,-18.97,23,-8
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Braidwood, IL",17,-5.56,225000,-10.36,111,6150,24,20,54,1.89,28,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Inverness, IL",20,11.11,843000,-4.69,94,4000,24,-33.33,45,-8.16,25,-19.35
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bensenville, IL",21,61.54,335000,8.06,59,300,24,20,43,19.44,23,27.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Manteno, IL",22,46.67,310000,-3.13,59,-1500,24,20,42,7.69,26,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Galena, IL",22,340,168350,-37.18,64,-2600,24,100,46,17.95,26,136.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Watseka, IL",9,-30.77,97000,-9.45,45,-5300,24,60,51,34.21,20,-4.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Peoria Heights, IL",11,-45,143000,1.24,68,1800,26,13.04,38,2.7,17,-19.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Greenville, IL",11,-8.33,145000,23.93,80,100,26,116.67,41,32.26,21,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lakemoor, IL",12,-40,333500,30.78,47,-450,26,-23.53,35,-28.57,26,-16.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Barrington Hills, IL",13,8.33,800000,-37.25,47,-8750,26,18.18,49,-15.52,21,90.91
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harvard, IL",15,-6.25,279900,21.56,57,850,26,23.81,37,5.71,25,-10.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chillicothe, IL",15,50,142250,24.51,25,-1400,26,160,43,230.77,24,140
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Litchfield, IL",16,6.67,134500,63.03,57,-950,26,52.94,49,28.95,25,19.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Long Grove, IL",17,0,870000,-9.38,93,1000,26,-23.53,47,0,21,-8.7
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gilberts, IL",21,61.54,405000,19.29,82,2200,26,-21.21,45,4.65,26,-18.75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pontiac, IL",22,4.76,143500,7.89,59,2300,26,0,52,18.18,36,56.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cedarville, IL",1,-66.67,140000,-15.15,150,8700,3,NA,5,25,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grafton, IL",1,0,235000,3.52,NA,NA,3,50,12,50,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hardin, IL",1,NA,177000,NA,44,NA,3,50,7,75,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Odell, IL",1,-75,305000,55.41,209,16650,3,-50,5,-44.44,1,-85.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Indianola, IL",1,NA,16000,NA,40,NA,3,200,3,200,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carrier Mills, IL",1,0,36500,-18.89,84,3500,3,0,9,28.57,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ringwood, IL",1,NA,274900,NA,40,NA,3,200,3,200,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Galva, IL",1,-88.89,95000,9.83,0,-16000,3,200,6,-40,4,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Orion, IL",1,-50,220000,20.38,87,5800,3,200,5,66.67,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Nokomis, IL",1,-80,125000,-26.47,59,300,3,-25,13,44.44,2,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Forrest, IL",1,0,120000,-18.37,63,2700,3,0,5,25,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Warren, IL",1,-75,230000,105.36,202,13850,3,50,3,-57.14,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stewardson, IL",1,NA,170000,NA,0,NA,3,200,3,200,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Boston, IL",1,0,135000,-30.73,37,-9600,3,50,4,33.33,1,0
